,STOP_NAME,HOUR,LAT,LONG,PCT_CHECKINS_mean
7781,LES HALLES,2018-01-01 02:00:00,48.8623162796,2.34567382821,0.015
7782,LES HALLES,2018-01-01 04:00:00,48.8623162796,2.34567382821,0.01
7802,LES SABLONS (JARDIN D'ACCLIMATATION),2018-01-01 00:00:00,48.881191520600005,2.27168672105,0.385
7803,LES SABLONS (JARDIN D'ACCLIMATATION),2018-01-01 15:00:00,48.881191520600005,2.27168672105,4.47
7804,LES SABLONS (JARDIN D'ACCLIMATATION),2018-01-01 02:00:00,48.881191520600005,2.27168672105,0.01
7805,LES SABLONS (JARDIN D'ACCLIMATATION),2018-01-01 03:00:00,48.881191520600005,2.27168672105,0.0
7806,LES SABLONS (JARDIN D'ACCLIMATATION),2018-01-01 05:00:00,48.881191520600005,2.27168672105,0.27
7807,LES SABLONS (JARDIN D'ACCLIMATATION),2018-01-01 08:00:00,48.881191520600005,2.27168672105,8.92
7818,LIBERTE,2018-01-01 15:00:00,48.826054999200004,2.40674222317,4.715
7840,LIEGE,2018-01-01 11:00:00,48.8796347607,2.32702220089,3.985
7841,LIEGE,2018-01-01 01:00:00,48.8796347607,2.32702220089,0.1
7842,LIEGE,2018-01-01 05:00:00,48.8796347607,2.32702220089,0.14500000000000002
7843,LIEGE,2018-01-01 06:00:00,48.8796347607,2.32702220089,0.605
7867,BALARD,2018-01-01 13:00:00,48.8360967841,2.27823795192,3.17
7868,BALARD,2018-01-01 14:00:00,48.8360967841,2.27823795192,3.085
7869,BALARD,2018-01-01 15:00:00,48.8360967841,2.27823795192,4.47
7870,BALARD,2018-01-01 01:00:00,48.8360967841,2.27823795192,0.03
7871,BALARD,2018-01-01 21:00:00,48.8360967841,2.27823795192,2.215
7896,LOUIS BLANC,2018-01-01 15:00:00,48.88158425100001,2.3659210371,5.199999999999998
7914,LOUISE MICHEL,2018-01-01 04:00:00,48.8887060198,2.2880836330500003,0.0
