STOP_NAME,ID_REFA_LDA,CAT_DAY,HOUR,PCT_CHECKINS_s1,PCT_CHECKINS_s2,PCT_CHECKINS_mean
QUAI DE LA GARE,71597.0,DIJFP,11.0,3.83,3.87,3.85
QUAI DE LA GARE,71597.0,DIJFP,13.0,5.33,5.38,5.355
QUAI DE LA GARE,71597.0,DIJFP,14.0,6.44,6.59,6.515000000000001
QUAI DE LA GARE,71597.0,DIJFP,15.0,7.9,7.74,7.82
QUAI DE LA GARE,71597.0,DIJFP,18.0,11.28,9.68,10.48
QUAI DE LA GARE,71597.0,DIJFP,1.0,0.33,0.22,0.275
QUAI DE LA GARE,71597.0,DIJFP,21.0,4.28,4.83,4.555
QUAI DE LA GARE,71597.0,JOHV,21.0,2.71,2.63,2.67
QUAI DE LA GARE,71597.0,JOHV,5.0,0.42,0.39,0.405
QUAI DE LA GARE,71597.0,JOHV,6.0,1.04,1.03,1.0350000000000001
QUAI DE LA GARE,71597.0,JOVS,18.0,18.07,16.08,17.075
QUAI DE LA GARE,71597.0,JOVS,20.0,5.74,5.43,5.585
QUAI DE LA GARE,71597.0,JOVS,2.0,0.01,0.01,0.01
QUAI DE LA GARE,71597.0,JOVS,9.0,2.8,2.74,2.77
QUAI DE LA GARE,71597.0,SAHV,22.0,4.71,4.66,4.6850000000000005
QUAI DE LA GARE,71597.0,SAHV,23.0,4.79,4.24,4.515000000000001
QUAI DE LA GARE,71597.0,SAHV,2.0,0.1,0.09,0.095
QUAI DE LA GARE,71597.0,SAHV,8.0,1.58,1.57,1.5750000000000002
QUAI DE LA GARE,71597.0,SAVS,0.0,4.78,5.76,5.27
QUAI DE LA GARE,71597.0,SAVS,21.0,4.34,4.63,4.484999999999999
QUAI DE LA GARE,71597.0,SAVS,5.0,1.9,1.35,1.625
QUAI DE LA GARE,71597.0,SAVS,9.0,2.3,2.13,2.215
QUAI DE LA RAPEE,71637.0,DIJFP,12.0,5.83,5.65,5.74
QUAI DE LA RAPEE,71637.0,DIJFP,13.0,5.39,5.2,5.295
QUAI DE LA RAPEE,71637.0,DIJFP,16.0,8.76,8.34,8.55
QUAI DE LA RAPEE,71637.0,JOHV,12.0,5.91,6.4,6.155
QUAI DE LA RAPEE,71637.0,JOHV,13.0,5.11,5.16,5.135
QUAI DE LA RAPEE,71637.0,JOHV,18.0,12.54,12.53,12.535
QUAI DE LA RAPEE,71637.0,JOHV,20.0,3.62,3.39,3.505
QUAI DE LA RAPEE,71637.0,JOVS,1.0,0.29,0.29,0.29
QUAI DE LA RAPEE,71637.0,JOVS,23.0,1.89,2.66,2.275
QUAI DE LA RAPEE,71637.0,JOVS,3.0,0.01,0.02,0.015
QUAI DE LA RAPEE,71637.0,JOVS,4.0,0.01,0.01,0.01
QUAI DE LA RAPEE,71637.0,JOVS,7.0,2.56,2.59,2.575
QUAI DE LA RAPEE,71637.0,SAHV,10.0,4.26,4.36,4.3100000000000005
QUAI DE LA RAPEE,71637.0,SAHV,15.0,7.91,6.92,7.415
QUAI DE LA RAPEE,71637.0,SAHV,16.0,7.94,8.04,7.99
QUAI DE LA RAPEE,71637.0,SAHV,18.0,8.09,10.1,9.094999999999999
QUAI DE LA RAPEE,71637.0,SAHV,19.0,7.58,6.89,7.234999999999999
QUAI DE LA RAPEE,71637.0,SAHV,23.0,3.63,3.4,3.5149999999999997
QUAI DE LA RAPEE,71637.0,SAVS,10.0,4.44,4.47,4.455
QUAI DE LA RAPEE,71637.0,SAVS,14.0,5.5,5.9,5.7
QUAI DE LA RAPEE,71637.0,SAVS,15.0,7.45,7.28,7.365
QUAI DE LA RAPEE,71637.0,SAVS,17.0,7.1,7.41,7.255
QUAI DE LA RAPEE,71637.0,SAVS,23.0,4.47,5.19,4.83
QUAI DE LA RAPEE,71637.0,SAVS,7.0,2.01,2.24,2.125
QUATRE SEPTEMBRE,71313.0,DIJFP,11.0,3.15,3.23,3.19
QUATRE SEPTEMBRE,71313.0,DIJFP,13.0,5.22,5.57,5.395
QUATRE SEPTEMBRE,71313.0,DIJFP,19.0,10.39,9.23,9.81
QUATRE SEPTEMBRE,71313.0,DIJFP,2.0,0.01,0.02,0.015
QUATRE SEPTEMBRE,71313.0,JOHV,10.0,1.88,1.78,1.83
QUATRE SEPTEMBRE,71313.0,JOHV,14.0,4.75,4.91,4.83
QUATRE SEPTEMBRE,71313.0,JOHV,21.0,3.24,3.22,3.2300000000000004
QUATRE SEPTEMBRE,71313.0,JOHV,4.0,0.0,0.0,0.0
QUATRE SEPTEMBRE,71313.0,JOHV,6.0,0.18,0.18,0.18
QUATRE SEPTEMBRE,71313.0,JOVS,10.0,1.9,1.74,1.8199999999999998
QUATRE SEPTEMBRE,71313.0,JOVS,14.0,5.02,5.03,5.025
QUATRE SEPTEMBRE,71313.0,JOVS,16.0,5.8,6.23,6.015000000000001
QUATRE SEPTEMBRE,71313.0,JOVS,17.0,13.58,14.89,14.235
QUATRE SEPTEMBRE,71313.0,JOVS,20.0,6.0,5.25,5.625
QUATRE SEPTEMBRE,71313.0,SAHV,12.0,4.56,5.12,4.84
QUATRE SEPTEMBRE,71313.0,SAHV,18.0,9.65,9.75,9.7
QUATRE SEPTEMBRE,71313.0,SAHV,4.0,0.01,,0.01
QUATRE SEPTEMBRE,71313.0,SAHV,5.0,0.14,0.12,0.13
QUATRE SEPTEMBRE,71313.0,SAHV,6.0,0.34,0.35,0.345
QUATRE SEPTEMBRE,71313.0,SAHV,9.0,2.06,1.77,1.915
QUATRE SEPTEMBRE,71313.0,SAVS,0.0,3.43,2.85,3.14
QUATRE SEPTEMBRE,71313.0,SAVS,14.0,6.97,7.63,7.3
QUATRE SEPTEMBRE,71313.0,SAVS,15.0,9.0,10.07,9.535
QUATRE SEPTEMBRE,71313.0,SAVS,17.0,8.44,8.53,8.485
QUATRE SEPTEMBRE,71313.0,SAVS,19.0,8.35,8.37,8.36
QUATRE SEPTEMBRE,71313.0,SAVS,6.0,0.29,0.4,0.345
QUATRE SEPTEMBRE,71313.0,SAVS,9.0,2.03,1.82,1.9249999999999998
BIBLIOTHEQUE FRANCOIS MITTERRAND,71572.0,DIJFP,13.0,5.64,6.46,6.05
BIBLIOTHEQUE FRANCOIS MITTERRAND,71572.0,DIJFP,18.0,10.95,9.6,10.274999999999999
BIBLIOTHEQUE FRANCOIS MITTERRAND,71572.0,DIJFP,4.0,0.03,0.03,0.03
BIBLIOTHEQUE FRANCOIS MITTERRAND,71572.0,JOHV,12.0,4.75,4.9,4.825
BIBLIOTHEQUE FRANCOIS MITTERRAND,71572.0,JOHV,17.0,14.17,14.66,14.415
BIBLIOTHEQUE FRANCOIS MITTERRAND,71572.0,JOHV,1.0,0.13,0.11,0.12
BIBLIOTHEQUE FRANCOIS MITTERRAND,71572.0,JOHV,5.0,0.6,0.55,0.575
BIBLIOTHEQUE FRANCOIS MITTERRAND,71572.0,JOHV,7.0,3.2,3.3,3.25
BIBLIOTHEQUE FRANCOIS MITTERRAND,71572.0,JOVS,14.0,3.89,4.13,4.01
BIBLIOTHEQUE FRANCOIS MITTERRAND,71572.0,JOVS,17.0,13.1,13.76,13.43
BIBLIOTHEQUE FRANCOIS MITTERRAND,71572.0,SAHV,19.0,10.16,9.16,9.66
BIBLIOTHEQUE FRANCOIS MITTERRAND,71572.0,SAVS,10.0,3.72,4.08,3.9000000000000004
BIBLIOTHEQUE FRANCOIS MITTERRAND,71572.0,SAVS,18.0,9.38,8.42,8.9
BIBLIOTHEQUE FRANCOIS MITTERRAND,71572.0,SAVS,21.0,4.6,4.63,4.615
BIBLIOTHEQUE FRANCOIS MITTERRAND,71572.0,SAVS,9.0,3.36,3.66,3.51
RAMBUTEAU,71273.0,DIJFP,14.0,5.98,6.12,6.050000000000001
RAMBUTEAU,71273.0,DIJFP,1.0,0.18,0.2,0.19
RAMBUTEAU,71273.0,DIJFP,5.0,0.34,0.39,0.365
RAMBUTEAU,71273.0,JOHV,12.0,4.53,4.57,4.550000000000001
RAMBUTEAU,71273.0,JOHV,13.0,5.04,5.07,5.055
RAMBUTEAU,71273.0,JOHV,14.0,4.84,4.99,4.915
RAMBUTEAU,71273.0,JOHV,7.0,1.56,1.57,1.565
RAMBUTEAU,71273.0,JOVS,16.0,8.01,8.32,8.165
RAMBUTEAU,71273.0,JOVS,19.0,11.35,10.96,11.155000000000001
RAMBUTEAU,71273.0,JOVS,20.0,7.75,7.16,7.455
RAMBUTEAU,71273.0,JOVS,21.0,6.08,5.36,5.720000000000001
RAMBUTEAU,71273.0,JOVS,23.0,2.98,3.2,3.09
PONT-NEUF (LA MONNAIE),71253.0,JOVS,9.0,4.3,3.67,3.985
PONT-NEUF (LA MONNAIE),71253.0,SAHV,10.0,1.78,2.09,1.935
PONT-NEUF (LA MONNAIE),71253.0,SAHV,11.0,3.46,3.38,3.42
PONT-NEUF (LA MONNAIE),71253.0,SAHV,15.0,7.94,8.74,8.34
PONT-NEUF (LA MONNAIE),71253.0,SAHV,18.0,11.59,11.23,11.41
PONT-NEUF (LA MONNAIE),71253.0,SAHV,1.0,2.35,2.08,2.215
PONT-NEUF (LA MONNAIE),71253.0,SAHV,20.0,6.2,5.78,5.99
PONT-NEUF (LA MONNAIE),71253.0,SAVS,19.0,10.3,9.82,10.06
PONT-NEUF (LA MONNAIE),71253.0,SAVS,5.0,0.36,0.34,0.35
PONT-NEUF (LA MONNAIE),71253.0,SAVS,8.0,0.69,0.68,0.685
PORTE DAUPHINE,474152.0,DIJFP,12.0,6.71,6.1,6.404999999999999
PORTE DAUPHINE,474152.0,DIJFP,15.0,7.54,7.16,7.35
PORTE DAUPHINE,474152.0,DIJFP,8.0,3.2,2.54,2.87
PORTE DAUPHINE,474152.0,JOHV,0.0,0.53,0.39,0.46
PORTE DAUPHINE,474152.0,JOHV,1.0,0.1,0.06,0.08
PORTE DAUPHINE,474152.0,JOHV,22.0,1.98,1.72,1.85
PORTE DAUPHINE,474152.0,JOHV,23.0,1.14,0.97,1.055
PORTE DAUPHINE,474152.0,JOHV,3.0,0.01,0.01,0.01
PORTE DAUPHINE,474152.0,JOHV,4.0,0.03,0.02,0.025
PORTE DAUPHINE,474152.0,JOVS,11.0,4.21,4.54,4.375
PORTE DAUPHINE,474152.0,JOVS,3.0,0.0,0.0,0.0
PORTE DAUPHINE,474152.0,JOVS,8.0,7.04,6.62,6.83
PORTE DAUPHINE,474152.0,SAHV,18.0,8.83,9.27,9.05
PORTE DAUPHINE,474152.0,SAHV,1.0,0.84,0.99,0.915
PORTE DAUPHINE,474152.0,SAHV,20.0,5.33,4.98,5.155
PORTE DAUPHINE,474152.0,SAHV,2.0,0.02,0.04,0.03
PORTE DAUPHINE,474152.0,SAVS,12.0,6.86,6.76,6.8100000000000005
PORTE DAUPHINE,474152.0,SAVS,13.0,6.22,6.03,6.125
PORTE DAUPHINE,474152.0,SAVS,16.0,7.73,7.73,7.73
PORTE DAUPHINE,474152.0,SAVS,1.0,0.88,0.96,0.9199999999999999
PORTE DAUPHINE,474152.0,SAVS,20.0,5.64,4.99,5.3149999999999995
PORTE DAUPHINE,474152.0,SAVS,22.0,3.26,3.76,3.51
PORTE DAUPHINE,474152.0,SAVS,4.0,0.04,0.06,0.05
PORTE D'AUTEUIL,71169.0,DIJFP,11.0,5.19,4.86,5.025
PORTE D'AUTEUIL,71169.0,DIJFP,22.0,2.78,3.6,3.19
PORTE D'AUTEUIL,71169.0,JOHV,0.0,0.9,0.99,0.9450000000000001
PORTE D'AUTEUIL,71169.0,JOHV,4.0,0.25,0.26,0.255
PORTE D'AUTEUIL,71169.0,JOVS,13.0,5.15,5.21,5.18
PORTE D'AUTEUIL,71169.0,JOVS,17.0,10.96,10.87,10.915
PORTE D'AUTEUIL,71169.0,JOVS,18.0,7.55,7.44,7.495
PORTE D'AUTEUIL,71169.0,JOVS,19.0,6.81,6.55,6.68
PORTE D'AUTEUIL,71169.0,JOVS,22.0,2.32,2.59,2.455
PORTE D'AUTEUIL,71169.0,JOVS,5.0,1.49,1.65,1.5699999999999998
PORTE D'AUTEUIL,71169.0,JOVS,6.0,1.86,1.81,1.835
PORTE D'AUTEUIL,71169.0,SAHV,0.0,2.4,2.2,2.3
PORTE D'AUTEUIL,71169.0,SAHV,18.0,10.59,8.84,9.715
PORTE D'AUTEUIL,71169.0,SAHV,22.0,3.29,2.34,2.815
PORTE D'AUTEUIL,71169.0,SAHV,23.0,3.6,2.98,3.29
PORTE D'AUTEUIL,71169.0,SAVS,0.0,1.91,2.42,2.165
PORTE D'AUTEUIL,71169.0,SAVS,19.0,12.68,12.79,12.735
PORTE DE BAGNOLET,71799.0,DIJFP,10.0,6.29,6.8,6.545
PORTE DE BAGNOLET,71799.0,DIJFP,16.0,7.31,7.79,7.55
PORTE DE BAGNOLET,71799.0,DIJFP,17.0,7.58,7.19,7.385
PORTE DE BAGNOLET,71799.0,DIJFP,21.0,3.09,3.2,3.145
PORTE DE BAGNOLET,71799.0,DIJFP,22.0,2.22,2.06,2.14
PORTE DE BAGNOLET,71799.0,DIJFP,6.0,1.69,1.72,1.705
PORTE DE BAGNOLET,71799.0,JOHV,15.0,4.69,4.67,4.68
PORTE DE BAGNOLET,71799.0,JOHV,1.0,0.15,0.14,0.14500000000000002
PORTE DE BAGNOLET,71799.0,JOHV,3.0,0.0,0.0,0.0
PORTE DE BAGNOLET,71799.0,JOHV,4.0,0.0,0.0,0.0
PORTE DE BAGNOLET,71799.0,JOHV,8.0,17.33,17.51,17.42
PORTE DE BAGNOLET,71799.0,JOVS,18.0,6.58,6.48,6.53
PORTE DE BAGNOLET,71799.0,JOVS,19.0,5.18,4.81,4.994999999999999
PORTE DE BAGNOLET,71799.0,JOVS,22.0,1.46,1.44,1.45
PORTE DE BAGNOLET,71799.0,SAHV,13.0,6.77,7.23,7.0
PORTE DE BAGNOLET,71799.0,SAHV,17.0,6.78,7.15,6.965
PORTE DE BAGNOLET,71799.0,SAHV,1.0,0.75,0.68,0.7150000000000001
PORTE DE BAGNOLET,71799.0,SAHV,6.0,1.7,1.71,1.705
PORTE DE BAGNOLET,71799.0,SAHV,7.0,3.01,3.16,3.085
PORTE DE BAGNOLET,71799.0,SAVS,12.0,6.73,6.43,6.58
PORTE DE BAGNOLET,71799.0,SAVS,13.0,7.13,6.89,7.01
PORTE DE BAGNOLET,71799.0,SAVS,23.0,1.71,1.74,1.725
PORTE DE CHAMPERRET,71450.0,DIJFP,18.0,8.43,7.36,7.895
PORTE DE CHAMPERRET,71450.0,DIJFP,19.0,6.67,6.58,6.625
PORTE DE CHAMPERRET,71450.0,JOHV,13.0,4.9,4.97,4.9350000000000005
PORTE DE CHAMPERRET,71450.0,JOHV,19.0,7.23,7.18,7.205
PORTE DE CHAMPERRET,71450.0,JOHV,23.0,1.07,1.05,1.06
PORTE DE CHAMPERRET,71450.0,JOHV,2.0,0.0,0.0,0.0
PORTE DE CHAMPERRET,71450.0,JOHV,3.0,0.0,0.0,0.0
PORTE DE CHAMPERRET,71450.0,JOVS,0.0,0.5,0.61,0.5549999999999999
PORTE DE CHAMPERRET,71450.0,JOVS,12.0,5.14,4.99,5.0649999999999995
PORTE DE CHAMPERRET,71450.0,JOVS,15.0,5.44,5.2,5.32
PORTE DE CHAMPERRET,71450.0,JOVS,23.0,1.1,1.35,1.225
PORTE DE CHAMPERRET,71450.0,JOVS,3.0,0.0,0.01,0.005
PORTE DE CHAMPERRET,71450.0,JOVS,9.0,8.74,9.04,8.89
PORTE DE CHAMPERRET,71450.0,SAHV,16.0,7.87,7.77,7.82
PORTE DE CHAMPERRET,71450.0,SAHV,17.0,7.79,8.14,7.965
PORTE DE CHAMPERRET,71450.0,SAHV,7.0,2.79,2.87,2.83
PORTE DE CHAMPERRET,71450.0,SAHV,8.0,4.02,4.04,4.029999999999999
PORTE DE CHAMPERRET,71450.0,SAVS,12.0,6.53,6.73,6.630000000000001
PORTE DE CHAMPERRET,71450.0,SAVS,15.0,7.84,7.55,7.695
PORTE DE CHARENTON,71579.0,DIJFP,12.0,6.1,7.14,6.619999999999999
PORTE DE CHARENTON,71579.0,DIJFP,16.0,7.65,7.73,7.69
PORTE DE CHARENTON,71579.0,DIJFP,17.0,8.91,8.35,8.629999999999999
PORTE DE CHARENTON,71579.0,DIJFP,19.0,8.67,7.8,8.235
PORTE DE CHARENTON,71579.0,JOHV,0.0,0.67,0.61,0.64
PORTE DE CHARENTON,71579.0,JOHV,19.0,7.82,7.58,7.7
PORTE DE CHARENTON,71579.0,JOVS,19.0,8.12,7.62,7.869999999999999
PORTE DE CHARENTON,71579.0,JOVS,22.0,2.46,2.53,2.495
PORTE DE CHARENTON,71579.0,JOVS,8.0,10.68,10.57,10.625
COUR SAINT-EMILION,71576.0,JOHV,21.0,3.62,3.72,3.67
COUR SAINT-EMILION,71576.0,JOHV,3.0,0.0,0.0,0.0
COUR SAINT-EMILION,71576.0,JOHV,6.0,0.66,0.63,0.645
COUR SAINT-EMILION,71576.0,JOVS,10.0,1.78,1.94,1.8599999999999999
COUR SAINT-EMILION,71576.0,JOVS,1.0,0.11,0.14,0.125
COUR SAINT-EMILION,71576.0,JOVS,21.0,4.36,4.27,4.3149999999999995
COUR SAINT-EMILION,71576.0,JOVS,9.0,4.09,4.35,4.22
COUR SAINT-EMILION,71576.0,SAHV,13.0,4.28,4.36,4.32
COUR SAINT-EMILION,71576.0,SAHV,21.0,6.41,6.51,6.46
COUR SAINT-EMILION,71576.0,SAHV,3.0,0.0,0.0,0.0
COUR SAINT-EMILION,71576.0,SAHV,5.0,0.38,0.28,0.33
COUR SAINT-EMILION,71576.0,SAVS,0.0,6.17,5.43,5.8
COUR SAINT-EMILION,71576.0,SAVS,13.0,3.9,4.17,4.035
COUR SAINT-EMILION,71576.0,SAVS,16.0,7.74,8.18,7.96
COUR SAINT-EMILION,71576.0,SAVS,6.0,0.47,0.56,0.515
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,DIJFP,16.0,8.56,8.37,8.465
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,DIJFP,17.0,9.36,7.87,8.615
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,DIJFP,21.0,3.03,2.99,3.01
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,DIJFP,22.0,1.32,1.49,1.405
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,DIJFP,23.0,0.78,0.9,0.8400000000000001
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,DIJFP,5.0,0.53,0.65,0.5900000000000001
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,JOHV,10.0,4.16,4.36,4.26
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,JOHV,19.0,5.96,6.12,6.04
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,JOHV,20.0,3.03,2.89,2.96
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,JOHV,22.0,0.54,0.68,0.6100000000000001
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,JOHV,6.0,1.62,1.39,1.505
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,JOHV,7.0,5.26,4.74,5.0
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,JOVS,11.0,5.11,5.19,5.15
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,JOVS,13.0,5.25,5.2,5.225
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,JOVS,15.0,6.88,6.54,6.71
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,JOVS,16.0,10.3,11.15,10.725000000000001
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,JOVS,23.0,0.27,0.42,0.345
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,SAHV,18.0,6.68,6.89,6.785
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,SAHV,1.0,0.26,0.17,0.21500000000000002
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,SAHV,20.0,4.68,4.12,4.4
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,SAHV,21.0,2.65,2.2,2.425
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,SAHV,22.0,1.48,1.23,1.355
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,SAVS,0.0,0.53,0.67,0.6000000000000001
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,SAVS,16.0,7.87,7.55,7.71
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,SAVS,17.0,8.57,7.55,8.06
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,SAVS,20.0,4.37,4.44,4.405
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,SAVS,21.0,2.87,2.94,2.9050000000000002
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,SAVS,2.0,0.06,0.05,0.055
CRETEIL-L'ECHAT (HOPITAL MONDOR),70269.0,SAVS,8.0,3.85,3.98,3.915
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,DIJFP,10.0,4.81,5.11,4.96
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,DIJFP,14.0,7.61,7.7,7.655
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,DIJFP,16.0,8.94,9.33,9.135
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,DIJFP,17.0,9.75,9.48,9.615
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,DIJFP,22.0,1.93,1.64,1.785
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,DIJFP,8.0,4.11,3.43,3.7700000000000005
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,JOHV,0.0,0.23,0.21,0.22
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,JOHV,10.0,4.32,4.38,4.35
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,JOHV,14.0,5.86,6.02,5.9399999999999995
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,JOHV,19.0,6.06,5.71,5.885
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,JOHV,1.0,0.02,0.01,0.015
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,JOHV,22.0,1.14,1.11,1.125
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,JOHV,3.0,0.0,0.0,0.0
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,JOVS,14.0,6.32,6.34,6.33
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,JOVS,15.0,6.87,7.26,7.0649999999999995
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,JOVS,16.0,8.94,9.14,9.04
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,JOVS,2.0,0.0,0.0,0.0
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,JOVS,9.0,4.91,4.66,4.785
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,SAHV,10.0,3.49,3.4,3.4450000000000003
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,SAHV,23.0,1.33,1.19,1.26
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,SAHV,2.0,0.0,0.0,0.0
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,SAHV,6.0,0.96,0.98,0.97
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,SAVS,13.0,6.34,6.26,6.3
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,SAVS,15.0,8.12,8.16,8.14
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,SAVS,21.0,4.45,4.58,4.515000000000001
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,SAVS,22.0,1.71,1.44,1.575
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,SAVS,7.0,1.72,1.64,1.68
CRETEIL-PREFECTURE (HOTEL DE VILLE),70021.0,SAVS,8.0,2.16,2.13,2.145
CRETEIL-UNIVERSITE,70172.0,DIJFP,11.0,6.09,6.52,6.305
CRETEIL-UNIVERSITE,70172.0,DIJFP,15.0,7.4,7.93,7.665
CRETEIL-UNIVERSITE,70172.0,DIJFP,2.0,0.01,0.01,0.01
CRETEIL-UNIVERSITE,70172.0,JOHV,13.0,5.63,6.06,5.845
CRETEIL-UNIVERSITE,70172.0,JOHV,18.0,7.16,8.27,7.715
CRETEIL-UNIVERSITE,70172.0,JOHV,21.0,1.35,1.14,1.245
CRETEIL-UNIVERSITE,70172.0,JOHV,22.0,0.9,0.77,0.835
CRETEIL-UNIVERSITE,70172.0,JOVS,14.0,5.67,5.64,5.654999999999999
CRETEIL-UNIVERSITE,70172.0,JOVS,18.0,7.21,6.62,6.915
CRETEIL-UNIVERSITE,70172.0,JOVS,21.0,1.51,1.64,1.575
CRETEIL-UNIVERSITE,70172.0,JOVS,22.0,0.99,1.07,1.03
CRETEIL-UNIVERSITE,70172.0,JOVS,23.0,0.75,0.9,0.825
CRETEIL-UNIVERSITE,70172.0,SAHV,12.0,8.04,8.8,8.42
CRETEIL-UNIVERSITE,70172.0,SAHV,16.0,7.46,7.84,7.65
CRETEIL-UNIVERSITE,70172.0,SAHV,18.0,6.35,6.02,6.185
CRETEIL-UNIVERSITE,70172.0,SAHV,23.0,1.72,1.52,1.62
CRETEIL-UNIVERSITE,70172.0,SAHV,3.0,0.0,,0.0
CRETEIL-UNIVERSITE,70172.0,SAHV,7.0,3.55,3.15,3.3499999999999996
CRETEIL-UNIVERSITE,70172.0,SAVS,1.0,0.34,0.31,0.325
CRETEIL-UNIVERSITE,70172.0,SAVS,5.0,0.74,0.95,0.845
CRIMEE,72013.0,DIJFP,12.0,7.33,8.02,7.675
CRIMEE,72013.0,DIJFP,16.0,7.3,7.41,7.355
CRIMEE,72013.0,DIJFP,23.0,1.72,1.55,1.635
CRIMEE,72013.0,DIJFP,2.0,0.01,0.0,0.005
CRIMEE,72013.0,DIJFP,8.0,4.77,4.04,4.404999999999999
CRIMEE,72013.0,DIJFP,9.0,6.03,6.1,6.0649999999999995
CRIMEE,72013.0,JOHV,23.0,1.03,0.92,0.9750000000000001
CRIMEE,72013.0,JOHV,5.0,0.97,0.99,0.98
LES AGNETTES-ASNIERES-GENNEVILLIERS,72240.0,JOHV,11.0,3.91,4.06,3.985
LES AGNETTES-ASNIERES-GENNEVILLIERS,72240.0,JOHV,2.0,0.01,0.01,0.01
LES AGNETTES-ASNIERES-GENNEVILLIERS,72240.0,JOHV,7.0,12.71,12.85,12.780000000000001
LES AGNETTES-ASNIERES-GENNEVILLIERS,72240.0,JOVS,11.0,4.16,4.19,4.175000000000001
LES AGNETTES-ASNIERES-GENNEVILLIERS,72240.0,JOVS,12.0,4.03,3.99,4.01
LES AGNETTES-ASNIERES-GENNEVILLIERS,72240.0,JOVS,15.0,4.14,4.18,4.16
LES AGNETTES-ASNIERES-GENNEVILLIERS,72240.0,JOVS,17.0,6.36,6.44,6.4
LES AGNETTES-ASNIERES-GENNEVILLIERS,72240.0,JOVS,19.0,3.82,4.07,3.9450000000000003
LES AGNETTES-ASNIERES-GENNEVILLIERS,72240.0,JOVS,1.0,0.06,0.05,0.055
LES AGNETTES-ASNIERES-GENNEVILLIERS,72240.0,JOVS,6.0,5.06,5.83,5.445
LES AGNETTES-ASNIERES-GENNEVILLIERS,72240.0,SAHV,11.0,6.55,6.69,6.62
LES AGNETTES-ASNIERES-GENNEVILLIERS,72240.0,SAHV,12.0,6.48,6.75,6.615
LES AGNETTES-ASNIERES-GENNEVILLIERS,72240.0,SAHV,16.0,6.38,6.73,6.555
LES AGNETTES-ASNIERES-GENNEVILLIERS,72240.0,SAHV,17.0,6.32,6.63,6.475
