STOP_NAME,ID_REFA_LDA,CAT_DAY,HOUR,PCT_CHECKINS_s1,PCT_CHECKINS_s2,PCT_CHECKINS_mean
REAUMUR-SEBASTOPOL,73636.0,SAVS,6.0,0.97,1.12,1.045
RENNES,73640.0,DIJFP,0.0,0.93,0.78,0.855
RENNES,73640.0,DIJFP,11.0,5.59,5.98,5.785
RENNES,73640.0,DIJFP,16.0,9.78,9.73,9.754999999999999
RENNES,73640.0,DIJFP,3.0,0.0,,0.0
RENNES,73640.0,DIJFP,5.0,0.39,0.51,0.45
RENNES,73640.0,JOHV,10.0,2.98,2.89,2.935
RENNES,73640.0,JOHV,14.0,5.28,5.34,5.3100000000000005
RENNES,73640.0,JOHV,17.0,13.11,13.75,13.43
RENNES,73640.0,JOHV,22.0,1.6,1.58,1.59
RENNES,73640.0,JOHV,23.0,1.1,1.17,1.135
RENNES,73640.0,JOHV,9.0,5.1,4.83,4.965
RENNES,73640.0,JOVS,11.0,3.64,3.98,3.81
RENNES,73640.0,JOVS,12.0,6.5,6.8,6.65
RENNES,73640.0,JOVS,17.0,12.2,11.66,11.93
RENNES,73640.0,JOVS,23.0,1.09,1.13,1.1099999999999999
RENNES,73640.0,SAHV,0.0,1.42,1.59,1.505
RENNES,73640.0,SAHV,12.0,7.26,8.13,7.695
RENNES,73640.0,SAHV,15.0,8.56,8.26,8.41
RENNES,73640.0,SAHV,20.0,5.5,5.22,5.359999999999999
RENNES,73640.0,SAHV,23.0,2.17,2.04,2.105
RENNES,73640.0,SAVS,11.0,4.59,4.82,4.705
RENNES,73640.0,SAVS,17.0,12.22,10.38,11.3
RENNES,73640.0,SAVS,2.0,0.05,0.05,0.05
RENNES,73640.0,SAVS,5.0,0.28,0.26,0.27
RENNES,73640.0,SAVS,7.0,0.63,0.71,0.6699999999999999
REPUBLIQUE,71311.0,DIJFP,0.0,1.87,1.78,1.8250000000000002
REPUBLIQUE,71311.0,DIJFP,11.0,4.22,4.69,4.455
REPUBLIQUE,71311.0,DIJFP,4.0,0.0,0.0,0.0
REPUBLIQUE,71311.0,DIJFP,5.0,0.74,0.87,0.8049999999999999
REPUBLIQUE,71311.0,JOHV,11.0,3.46,3.42,3.44
REPUBLIQUE,71311.0,JOHV,12.0,4.74,4.66,4.7
REPUBLIQUE,71311.0,JOHV,16.0,6.97,6.86,6.915
REPUBLIQUE,71311.0,JOHV,19.0,8.72,8.5,8.61
REPUBLIQUE,71311.0,JOHV,21.0,4.03,4.03,4.03
REPUBLIQUE,71311.0,JOHV,22.0,3.85,3.87,3.8600000000000003
REPUBLIQUE,71311.0,JOHV,4.0,0.01,0.01,0.01
REPUBLIQUE,71311.0,JOVS,11.0,3.3,3.58,3.44
REPUBLIQUE,71311.0,JOVS,1.0,0.42,0.37,0.395
REPUBLIQUE,71311.0,JOVS,7.0,2.29,2.5,2.395
REPUBLIQUE,71311.0,SAHV,0.0,4.17,3.95,4.0600000000000005
REPUBLIQUE,71311.0,SAHV,14.0,6.5,6.2,6.35
REPUBLIQUE,71311.0,SAHV,18.0,8.91,9.14,9.025
REPUBLIQUE,71311.0,SAHV,5.0,0.57,0.48,0.5249999999999999
REPUBLIQUE,71311.0,SAVS,17.0,8.49,8.91,8.7
REPUBLIQUE,71311.0,SAVS,18.0,8.53,8.52,8.524999999999999
REPUBLIQUE,71311.0,SAVS,19.0,9.02,8.05,8.535
REPUBLIQUE,71311.0,SAVS,4.0,0.0,0.01,0.005
REPUBLIQUE,71311.0,SAVS,9.0,2.32,2.35,2.335
REUILLY-DIDEROT,71654.0,DIJFP,15.0,8.72,9.38,9.05
REUILLY-DIDEROT,71654.0,DIJFP,20.0,5.04,4.77,4.904999999999999
REUILLY-DIDEROT,71654.0,DIJFP,5.0,0.58,0.63,0.605
REUILLY-DIDEROT,71654.0,JOHV,10.0,3.74,3.69,3.715
REUILLY-DIDEROT,71654.0,JOHV,17.0,9.7,9.97,9.835
REUILLY-DIDEROT,71654.0,JOHV,21.0,2.66,2.63,2.645
REUILLY-DIDEROT,71654.0,JOHV,23.0,1.47,1.42,1.4449999999999998
REUILLY-DIDEROT,71654.0,JOHV,7.0,5.48,5.65,5.565
REUILLY-DIDEROT,71654.0,JOHV,9.0,8.28,8.22,8.25
REUILLY-DIDEROT,71654.0,JOVS,0.0,0.72,0.79,0.755
REUILLY-DIDEROT,71654.0,JOVS,11.0,3.76,3.74,3.75
REUILLY-DIDEROT,71654.0,JOVS,17.0,9.76,9.27,9.515
REUILLY-DIDEROT,71654.0,JOVS,20.0,4.56,4.32,4.4399999999999995
REUILLY-DIDEROT,71654.0,JOVS,23.0,1.61,1.73,1.67
REUILLY-DIDEROT,71654.0,JOVS,7.0,4.29,4.6,4.445
REUILLY-DIDEROT,71654.0,JOVS,8.0,12.49,12.15,12.32
REUILLY-DIDEROT,71654.0,JOVS,9.0,8.97,8.91,8.940000000000001
REUILLY-DIDEROT,71654.0,SAHV,20.0,5.67,5.74,5.705
REUILLY-DIDEROT,71654.0,SAHV,3.0,0.0,,0.0
REUILLY-DIDEROT,71654.0,SAVS,0.0,2.33,1.93,2.13
REUILLY-DIDEROT,71654.0,SAVS,10.0,4.89,5.25,5.07
REUILLY-DIDEROT,71654.0,SAVS,14.0,7.68,7.95,7.8149999999999995
REUILLY-DIDEROT,71654.0,SAVS,22.0,3.05,3.03,3.04
REUILLY-DIDEROT,71654.0,SAVS,6.0,1.05,1.29,1.17
REUILLY-DIDEROT,71654.0,SAVS,9.0,4.1,4.15,4.125
RICHARD LENOIR,73648.0,DIJFP,0.0,0.91,1.03,0.97
RICHARD LENOIR,73648.0,DIJFP,11.0,5.84,6.48,6.16
RICHARD LENOIR,73648.0,DIJFP,14.0,7.29,7.7,7.495
RICHARD LENOIR,73648.0,DIJFP,20.0,5.18,5.13,5.154999999999999
RICHARD LENOIR,73648.0,JOHV,19.0,8.18,7.83,8.004999999999999
RICHARD LENOIR,73648.0,JOHV,5.0,0.25,0.25,0.25
RICHARD LENOIR,73648.0,JOHV,7.0,4.96,5.22,5.09
RICHARD LENOIR,73648.0,JOHV,9.0,8.34,8.22,8.280000000000001
RICHARD LENOIR,73648.0,JOVS,19.0,8.03,7.7,7.865
RICHARD LENOIR,73648.0,JOVS,3.0,0.01,0.01,0.01
RICHARD LENOIR,73648.0,SAHV,10.0,4.88,4.59,4.734999999999999
RICHARD LENOIR,73648.0,SAHV,11.0,5.52,5.25,5.385
RICHARD LENOIR,73648.0,SAHV,12.0,6.38,6.04,6.21
RICHARD LENOIR,73648.0,SAHV,23.0,3.26,2.88,3.07
RICHARD LENOIR,73648.0,SAHV,6.0,1.27,1.09,1.1800000000000002
RICHARD LENOIR,73648.0,SAVS,13.0,6.27,6.24,6.255
RICHARD LENOIR,73648.0,SAVS,17.0,7.36,7.76,7.5600000000000005
RICHARD LENOIR,73648.0,SAVS,1.0,1.54,1.24,1.3900000000000001
RICHARD LENOIR,73648.0,SAVS,2.0,0.14,0.1,0.12000000000000001
RICHELIEU-DROUOT,71330.0,DIJFP,13.0,5.46,5.8,5.63
RICHELIEU-DROUOT,71330.0,DIJFP,16.0,8.38,9.8,9.09
RICHELIEU-DROUOT,71330.0,DIJFP,18.0,13.24,9.59,11.415
RICHELIEU-DROUOT,71330.0,DIJFP,2.0,0.01,0.03,0.02
RICHELIEU-DROUOT,71330.0,DIJFP,4.0,0.01,0.0,0.005
RICHELIEU-DROUOT,71330.0,JOHV,13.0,4.65,4.68,4.665
RICHELIEU-DROUOT,71330.0,JOHV,2.0,0.01,0.01,0.01
RICHELIEU-DROUOT,71330.0,JOHV,5.0,0.13,0.13,0.13
RICHELIEU-DROUOT,71330.0,JOVS,0.0,1.14,1.19,1.165
RICHELIEU-DROUOT,71330.0,JOVS,12.0,5.76,5.77,5.765
RICHELIEU-DROUOT,71330.0,JOVS,1.0,0.17,0.16,0.165
RICHELIEU-DROUOT,71330.0,JOVS,23.0,2.49,2.37,2.43
RICHELIEU-DROUOT,71330.0,JOVS,5.0,0.15,0.17,0.16
RICHELIEU-DROUOT,71330.0,JOVS,7.0,0.9,0.95,0.925
RICHELIEU-DROUOT,71330.0,SAHV,11.0,4.06,3.36,3.71
RICHELIEU-DROUOT,71330.0,SAHV,14.0,6.8,6.91,6.855
RICHELIEU-DROUOT,71330.0,SAHV,17.0,8.7,10.9,9.8
RICHELIEU-DROUOT,71330.0,SAHV,20.0,5.45,5.21,5.33
RICHELIEU-DROUOT,71330.0,SAVS,13.0,4.71,5.14,4.925
RIQUET,71977.0,DIJFP,11.0,5.79,6.42,6.105
RIQUET,71977.0,DIJFP,12.0,5.98,6.41,6.195
RIQUET,71977.0,DIJFP,13.0,6.77,7.19,6.98
RIQUET,71977.0,DIJFP,1.0,0.11,0.14,0.125
RIQUET,71977.0,DIJFP,21.0,3.13,3.17,3.15
RIQUET,71977.0,JOHV,11.0,4.4,4.51,4.455
RIQUET,71977.0,JOHV,22.0,1.55,1.61,1.58
RIQUET,71977.0,JOHV,3.0,0.0,0.0,0.0
RIQUET,71977.0,JOVS,10.0,5.22,5.6,5.41
RIQUET,71977.0,JOVS,15.0,5.15,5.21,5.18
RIQUET,71977.0,JOVS,17.0,7.99,7.95,7.970000000000001
RIQUET,71977.0,JOVS,18.0,8.09,7.26,7.675
RIQUET,71977.0,JOVS,20.0,3.34,3.42,3.38
RIQUET,71977.0,JOVS,22.0,1.46,1.82,1.6400000000000001
RIQUET,71977.0,JOVS,7.0,5.94,6.06,6.0
RIQUET,71977.0,SAHV,0.0,2.16,1.52,1.84
RIQUET,71977.0,SAHV,11.0,5.62,6.17,5.895
BASTILLE,71743.0,SAHV,18.0,9.02,8.8,8.91
BASTILLE,71743.0,SAHV,8.0,1.27,1.24,1.255
BASTILLE,71743.0,SAVS,14.0,5.4,5.83,5.615
BASTILLE,71743.0,SAVS,3.0,0.0,0.01,0.005
BASTILLE,71743.0,SAVS,4.0,0.01,0.01,0.01
MICHEL-ANGE-AUTEUIL,71206.0,DIJFP,17.0,10.96,9.56,10.260000000000002
MICHEL-ANGE-AUTEUIL,71206.0,DIJFP,19.0,7.37,6.17,6.77
MICHEL-ANGE-AUTEUIL,71206.0,DIJFP,20.0,5.31,4.92,5.115
MICHEL-ANGE-AUTEUIL,71206.0,JOHV,12.0,6.07,5.98,6.025
MICHEL-ANGE-AUTEUIL,71206.0,JOHV,14.0,4.65,4.72,4.6850000000000005
MICHEL-ANGE-AUTEUIL,71206.0,JOHV,18.0,9.4,9.38,9.39
MICHEL-ANGE-AUTEUIL,71206.0,JOHV,19.0,7.45,7.06,7.255
MICHEL-ANGE-AUTEUIL,71206.0,JOHV,22.0,1.63,1.66,1.645
MICHEL-ANGE-AUTEUIL,71206.0,JOHV,23.0,1.24,1.19,1.2149999999999999
MICHEL-ANGE-AUTEUIL,71206.0,JOVS,20.0,4.23,4.24,4.235
MICHEL-ANGE-AUTEUIL,71206.0,JOVS,5.0,0.4,0.53,0.465
MICHEL-ANGE-AUTEUIL,71206.0,SAHV,0.0,1.86,1.73,1.795
MICHEL-ANGE-AUTEUIL,71206.0,SAHV,19.0,8.02,7.88,7.949999999999999
MICHEL-ANGE-AUTEUIL,71206.0,SAHV,2.0,0.07,0.08,0.07500000000000001
MICHEL-ANGE-AUTEUIL,71206.0,SAHV,7.0,1.93,2.5,2.215
MICHEL-ANGE-AUTEUIL,71206.0,SAVS,15.0,7.92,7.54,7.73
MICHEL-ANGE-AUTEUIL,71206.0,SAVS,4.0,0.01,0.01,0.01
MICHEL-ANGE-AUTEUIL,71206.0,SAVS,9.0,4.46,4.84,4.65
MICHEL-ANGE-MOLITOR,73658.0,DIJFP,10.0,4.8,5.69,5.245
MICHEL-ANGE-MOLITOR,73658.0,DIJFP,11.0,5.22,6.39,5.805
MICHEL-ANGE-MOLITOR,73658.0,DIJFP,18.0,9.18,7.7,8.44
MICHEL-ANGE-MOLITOR,73658.0,DIJFP,6.0,0.77,0.89,0.8300000000000001
MICHEL-ANGE-MOLITOR,73658.0,DIJFP,9.0,3.96,4.32,4.140000000000001
MICHEL-ANGE-MOLITOR,73658.0,JOHV,0.0,0.46,0.44,0.45
MICHEL-ANGE-MOLITOR,73658.0,JOHV,14.0,4.21,4.34,4.275
MICHEL-ANGE-MOLITOR,73658.0,JOHV,16.0,9.12,9.65,9.385
MICHEL-ANGE-MOLITOR,73658.0,JOHV,20.0,3.94,3.2,3.5700000000000003
MICHEL-ANGE-MOLITOR,73658.0,JOHV,3.0,0.0,0.0,0.0
MICHEL-ANGE-MOLITOR,73658.0,JOVS,0.0,0.53,0.75,0.64
MICHEL-ANGE-MOLITOR,73658.0,JOVS,11.0,3.82,3.93,3.875
MICHEL-ANGE-MOLITOR,73658.0,JOVS,13.0,4.93,4.59,4.76
MICHEL-ANGE-MOLITOR,73658.0,JOVS,14.0,4.68,4.63,4.654999999999999
MICHEL-ANGE-MOLITOR,73658.0,JOVS,17.0,9.56,9.75,9.655000000000001
MICHEL-ANGE-MOLITOR,73658.0,JOVS,5.0,0.42,0.63,0.525
MICHEL-ANGE-MOLITOR,73658.0,JOVS,6.0,0.95,1.13,1.04
MICHEL-ANGE-MOLITOR,73658.0,JOVS,8.0,13.12,12.63,12.875
MICHEL-ANGE-MOLITOR,73658.0,SAHV,13.0,5.79,7.36,6.575
MICHEL-ANGE-MOLITOR,73658.0,SAHV,19.0,8.51,7.41,7.96
MICHEL-ANGE-MOLITOR,73658.0,SAHV,2.0,0.03,0.04,0.035
MICHEL-ANGE-MOLITOR,73658.0,SAHV,3.0,0.0,,0.0
MICHEL-ANGE-MOLITOR,73658.0,SAVS,17.0,7.0,6.44,6.720000000000001
MICHEL-ANGE-MOLITOR,73658.0,SAVS,19.0,8.18,9.19,8.684999999999999
MICHEL-ANGE-MOLITOR,73658.0,SAVS,22.0,3.8,4.04,3.92
MICHEL-ANGE-MOLITOR,73658.0,SAVS,6.0,0.78,0.91,0.845
MICHEL-ANGE-MOLITOR,73658.0,SAVS,8.0,3.24,3.07,3.1550000000000002
MICHEL BIZOT,71595.0,DIJFP,23.0,1.56,1.5,1.53
MICHEL BIZOT,71595.0,DIJFP,5.0,0.35,0.34,0.345
MICHEL BIZOT,71595.0,DIJFP,9.0,5.9,5.73,5.815
MICHEL BIZOT,71595.0,JOHV,11.0,4.18,4.28,4.23
MICHEL BIZOT,71595.0,JOHV,12.0,4.54,4.66,4.6
MICHEL BIZOT,71595.0,JOHV,15.0,5.02,5.07,5.045
MICHEL BIZOT,71595.0,JOHV,20.0,3.15,3.11,3.13
MICHEL BIZOT,71595.0,JOHV,23.0,0.89,0.87,0.88
MICHEL BIZOT,71595.0,JOHV,3.0,0.0,0.0,0.0
MICHEL BIZOT,71595.0,JOHV,8.0,16.49,16.18,16.335
MICHEL BIZOT,71595.0,JOVS,0.0,0.41,0.45,0.43
MICHEL BIZOT,71595.0,JOVS,10.0,4.75,5.19,4.970000000000001
MICHEL BIZOT,71595.0,JOVS,14.0,4.84,5.05,4.945
MICHEL BIZOT,71595.0,JOVS,23.0,0.99,1.08,1.0350000000000001
MICHEL BIZOT,71595.0,JOVS,6.0,1.65,2.07,1.8599999999999999
MICHEL BIZOT,71595.0,JOVS,9.0,12.03,11.24,11.635
MICHEL BIZOT,71595.0,SAHV,11.0,6.97,6.95,6.96
MICHEL BIZOT,71595.0,SAHV,18.0,7.09,6.54,6.8149999999999995
MICHEL BIZOT,71595.0,SAHV,1.0,0.76,0.99,0.875
MICHEL BIZOT,71595.0,SAHV,20.0,5.21,5.38,5.295
MICHEL BIZOT,71595.0,SAVS,10.0,6.34,7.11,6.725
MICHEL BIZOT,71595.0,SAVS,15.0,7.86,8.22,8.040000000000001
MICHEL BIZOT,71595.0,SAVS,16.0,7.57,7.62,7.595000000000001
MICHEL BIZOT,71595.0,SAVS,18.0,7.05,6.72,6.885
MICHEL BIZOT,71595.0,SAVS,23.0,2.0,1.85,1.925
MICHEL BIZOT,71595.0,SAVS,6.0,1.2,1.33,1.2650000000000001
MICHEL BIZOT,71595.0,SAVS,8.0,3.28,3.52,3.4
MIRABEAU,71162.0,DIJFP,10.0,6.37,7.07,6.720000000000001
MIRABEAU,71162.0,DIJFP,11.0,6.73,7.5,7.115
MIRABEAU,71162.0,DIJFP,12.0,7.79,8.23,8.01
MIRABEAU,71162.0,DIJFP,14.0,8.11,8.48,8.295
MIRABEAU,71162.0,DIJFP,17.0,8.87,7.93,8.399999999999999
MIRABEAU,71162.0,JOHV,13.0,5.06,4.92,4.99
MIRABEAU,71162.0,JOHV,15.0,5.15,5.28,5.215
MIRABEAU,71162.0,JOHV,16.0,6.38,6.76,6.57
MIRABEAU,71162.0,JOHV,20.0,3.21,3.35,3.2800000000000002
MIRABEAU,71162.0,JOVS,11.0,4.3,4.29,4.295
MIRABEAU,71162.0,JOVS,16.0,5.87,6.69,6.28
MIRABEAU,71162.0,JOVS,2.0,0.0,0.0,0.0
MIRABEAU,71162.0,JOVS,5.0,0.64,0.74,0.69
MIRABEAU,71162.0,SAHV,0.0,1.45,1.41,1.43
MIRABEAU,71162.0,SAHV,13.0,7.09,6.6,6.845
MIRABEAU,71162.0,SAHV,16.0,6.9,7.32,7.11
MIRABEAU,71162.0,SAHV,1.0,0.76,0.67,0.7150000000000001
MIRABEAU,71162.0,SAHV,20.0,5.31,5.38,5.345
MIRABEAU,71162.0,SAVS,11.0,6.14,6.84,6.49
MIRABEAU,71162.0,SAVS,15.0,7.98,8.0,7.99
MIRABEAU,71162.0,SAVS,19.0,6.94,6.44,6.69
MIRABEAU,71162.0,SAVS,22.0,2.51,2.36,2.4349999999999996
MIRABEAU,71162.0,SAVS,8.0,4.37,4.09,4.23
MIROMESNIL,71346.0,DIJFP,16.0,8.43,9.96,9.195
MIROMESNIL,71346.0,DIJFP,7.0,1.85,1.93,1.8900000000000001
MIROMESNIL,71346.0,DIJFP,8.0,2.48,2.37,2.425
MIROMESNIL,71346.0,DIJFP,9.0,3.14,2.99,3.0650000000000004
MIROMESNIL,71346.0,JOHV,13.0,3.98,4.04,4.01
MIROMESNIL,71346.0,JOHV,17.0,15.15,15.59,15.370000000000001
MIROMESNIL,71346.0,JOHV,6.0,0.37,0.37,0.37
MIROMESNIL,71346.0,JOHV,7.0,1.35,1.5,1.425
MIROMESNIL,71346.0,JOVS,12.0,5.3,5.51,5.404999999999999
MIROMESNIL,71346.0,JOVS,16.0,7.34,7.8,7.57
MIROMESNIL,71346.0,JOVS,4.0,0.01,0.01,0.01
MIROMESNIL,71346.0,JOVS,5.0,0.1,0.13,0.115
MIROMESNIL,71346.0,SAHV,11.0,5.45,5.44,5.445
MIROMESNIL,71346.0,SAHV,12.0,6.59,6.88,6.734999999999999
MIROMESNIL,71346.0,SAHV,13.0,6.47,6.23,6.35
MIROMESNIL,71346.0,SAHV,14.0,7.15,7.3,7.225
MIROMESNIL,71346.0,SAHV,17.0,8.32,8.33,8.325
MIROMESNIL,71346.0,SAHV,22.0,3.54,2.89,3.215
MIROMESNIL,71346.0,SAVS,14.0,7.34,6.55,6.945
MIROMESNIL,71346.0,SAVS,18.0,8.76,8.77,8.765
MIROMESNIL,71346.0,SAVS,22.0,3.01,3.38,3.195
MIROMESNIL,71346.0,SAVS,2.0,0.18,0.25,0.215
MIROMESNIL,71346.0,SAVS,3.0,0.04,0.06,0.05
MIROMESNIL,71346.0,SAVS,9.0,3.63,3.6,3.615
MONCEAU,73671.0,DIJFP,0.0,0.36,0.68,0.52
MONCEAU,73671.0,DIJFP,10.0,3.43,3.91,3.67
MONCEAU,73671.0,DIJFP,18.0,13.91,10.38,12.145
MONCEAU,73671.0,DIJFP,20.0,5.11,5.05,5.08
MONCEAU,73671.0,DIJFP,6.0,0.35,0.43,0.39
MONCEAU,73671.0,DIJFP,7.0,1.06,0.91,0.9850000000000001
GARE DE L'EST,71359.0,SAHV,19.0,7.17,6.52,6.845
GARE DE L'EST,71359.0,SAHV,1.0,0.83,0.85,0.84
GARE DE L'EST,71359.0,SAVS,4.0,0.0,0.01,0.005
GARE DE LYON,73626.0,DIJFP,12.0,5.48,5.56,5.52
GARE DE LYON,73626.0,JOHV,0.0,0.97,0.92,0.9450000000000001
GARE DE LYON,73626.0,JOHV,14.0,3.95,3.95,3.95
GARE DE LYON,73626.0,JOHV,15.0,4.38,4.23,4.305
GARE DE LYON,73626.0,JOHV,19.0,7.1,7.01,7.055
GARE DE LYON,73626.0,JOHV,3.0,0.02,0.0,0.01
GARE DE LYON,73626.0,JOHV,7.0,7.18,7.43,7.305
GARE DE LYON,73626.0,JOVS,1.0,0.24,0.21,0.22499999999999998
GARE DE LYON,73626.0,JOVS,3.0,0.0,0.0,0.0
GARE DE LYON,73626.0,JOVS,4.0,0.0,0.0,0.0
GARE DE LYON,73626.0,SAHV,3.0,0.01,,0.01
GARE DE LYON,73626.0,SAHV,8.0,3.2,3.13,3.165
GARE DE LYON,73626.0,SAHV,9.0,4.6,4.37,4.484999999999999
GARE DE LYON,73626.0,SAVS,0.0,3.14,2.61,2.875
GARE DE LYON,73626.0,SAVS,16.0,7.7,7.3,7.5
GARE DE LYON,73626.0,SAVS,20.0,5.7,6.04,5.87
GARE DE LYON,73626.0,SAVS,21.0,4.43,5.05,4.74
GARE DE LYON,73626.0,SAVS,22.0,4.28,4.89,4.585
GARE DE LYON,73626.0,SAVS,5.0,0.82,0.79,0.8049999999999999
GARE DU NORD,71410.0,DIJFP,0.0,1.04,1.07,1.0550000000000002
GARE DU NORD,71410.0,DIJFP,13.0,4.96,5.2,5.08
GARE DU NORD,71410.0,DIJFP,3.0,0.01,0.01,0.01
GARE DU NORD,71410.0,DIJFP,8.0,3.58,2.38,2.98
GARE DU NORD,71410.0,DIJFP,9.0,3.31,2.97,3.14
GARE DU NORD,71410.0,JOHV,13.0,3.87,4.16,4.015000000000001
GARE DU NORD,71410.0,JOHV,22.0,1.82,2.0,1.9100000000000001
GARE DU NORD,71410.0,JOHV,23.0,1.4,1.29,1.345
GARE DU NORD,71410.0,JOVS,0.0,0.63,0.66,0.645
GARE DU NORD,71410.0,JOVS,12.0,3.79,4.19,3.99
GARE DU NORD,71410.0,JOVS,14.0,4.38,4.53,4.455
GARE DU NORD,71410.0,JOVS,16.0,5.23,5.38,5.305
GARE DU NORD,71410.0,JOVS,18.0,8.11,7.76,7.935
GARE DU NORD,71410.0,JOVS,20.0,4.08,4.3,4.1899999999999995
GARE DU NORD,71410.0,JOVS,21.0,2.95,2.87,2.91
GARE DU NORD,71410.0,JOVS,22.0,2.12,2.41,2.265
GARE DU NORD,71410.0,JOVS,3.0,0.01,0.01,0.01
GARE DU NORD,71410.0,SAHV,0.0,1.82,1.63,1.725
GARE DU NORD,71410.0,SAHV,10.0,4.52,4.64,4.58
GARE DU NORD,71410.0,SAHV,13.0,6.34,6.47,6.404999999999999
GARE DU NORD,71410.0,SAHV,18.0,7.91,8.37,8.14
GARE DU NORD,71410.0,SAHV,19.0,7.73,7.36,7.545
GARE DU NORD,71410.0,SAHV,22.0,3.55,3.3,3.425
GARE DU NORD,71410.0,SAHV,9.0,4.52,4.35,4.435
GARE DU NORD,71410.0,SAVS,10.0,4.52,4.91,4.715
GARE DU NORD,71410.0,SAVS,11.0,5.28,5.63,5.455
GARE DU NORD,71410.0,SAVS,12.0,6.14,6.27,6.205
GARE DU NORD,71410.0,SAVS,5.0,0.51,0.53,0.52
GARIBALDI,72128.0,DIJFP,12.0,8.12,8.64,8.379999999999999
GARIBALDI,72128.0,DIJFP,17.0,7.44,7.06,7.25
GARIBALDI,72128.0,DIJFP,5.0,0.78,0.79,0.785
GARIBALDI,72128.0,JOHV,21.0,2.25,2.16,2.205
GARIBALDI,72128.0,JOVS,12.0,3.98,4.24,4.11
GARIBALDI,72128.0,JOVS,15.0,4.62,4.61,4.615
GARIBALDI,72128.0,JOVS,17.0,9.37,9.88,9.625
GARIBALDI,72128.0,JOVS,19.0,7.15,6.6,6.875
GARIBALDI,72128.0,JOVS,23.0,1.09,1.23,1.1600000000000001
GARIBALDI,72128.0,JOVS,2.0,0.0,0.01,0.005
GARIBALDI,72128.0,JOVS,8.0,10.36,9.73,10.045
GARIBALDI,72128.0,SAHV,11.0,5.83,5.66,5.745
GARIBALDI,72128.0,SAHV,1.0,0.69,0.57,0.6299999999999999
GARIBALDI,72128.0,SAHV,20.0,5.14,5.23,5.1850000000000005
GARIBALDI,72128.0,SAHV,22.0,2.47,2.3,2.385
GARIBALDI,72128.0,SAHV,2.0,0.02,0.03,0.025
GARIBALDI,72128.0,SAHV,3.0,0.0,,0.0
GARIBALDI,72128.0,SAHV,7.0,4.55,4.75,4.65
GARIBALDI,72128.0,SAVS,10.0,5.65,5.92,5.785
GARIBALDI,72128.0,SAVS,14.0,7.25,6.83,7.04
GARIBALDI,72128.0,SAVS,15.0,7.07,6.84,6.955
GARIBALDI,72128.0,SAVS,16.0,7.19,6.6,6.895
GARIBALDI,72128.0,SAVS,21.0,3.67,3.81,3.74
GEORGE V,71328.0,DIJFP,11.0,2.55,2.67,2.61
GEORGE V,71328.0,DIJFP,13.0,4.11,4.01,4.0600000000000005
GEORGE V,71328.0,DIJFP,16.0,8.46,9.4,8.93
GEORGE V,71328.0,DIJFP,21.0,5.81,6.22,6.015
GEORGE V,71328.0,DIJFP,2.0,0.01,0.01,0.01
GEORGE V,71328.0,JOHV,13.0,4.34,4.31,4.324999999999999
GEORGE V,71328.0,JOHV,16.0,7.09,7.02,7.055
GEORGE V,71328.0,JOVS,10.0,2.4,2.37,2.385
GEORGE V,71328.0,JOVS,14.0,4.51,4.53,4.52
GEORGE V,71328.0,JOVS,19.0,12.56,11.27,11.915
GEORGE V,71328.0,JOVS,1.0,0.16,0.17,0.165
GEORGE V,71328.0,JOVS,21.0,3.7,3.63,3.665
GEORGE V,71328.0,JOVS,4.0,0.0,0.0,0.0
GEORGE V,71328.0,JOVS,8.0,2.49,2.5,2.495
GEORGE V,71328.0,JOVS,9.0,2.97,2.99,2.9800000000000004
GEORGE V,71328.0,SAHV,13.0,4.87,4.44,4.655
GEORGE V,71328.0,SAHV,15.0,7.21,6.99,7.1
GEORGE V,71328.0,SAHV,8.0,1.59,2.02,1.8050000000000002
GEORGE V,71328.0,SAVS,11.0,3.45,3.04,3.245
GEORGE V,71328.0,SAVS,12.0,4.0,3.73,3.865
GEORGE V,71328.0,SAVS,13.0,4.75,4.15,4.45
GEORGE V,71328.0,SAVS,14.0,5.54,5.39,5.465
GEORGE V,71328.0,SAVS,16.0,8.8,8.54,8.67
MONCEAU,73671.0,DIJFP,8.0,2.4,1.94,2.17
MONCEAU,73671.0,JOHV,12.0,6.14,6.05,6.095
MONCEAU,73671.0,JOHV,14.0,4.12,4.08,4.1
MONCEAU,73671.0,JOHV,7.0,1.9,2.19,2.045
MONCEAU,73671.0,JOVS,11.0,3.45,3.36,3.4050000000000002
MONCEAU,73671.0,JOVS,12.0,5.96,5.89,5.925
MONCEAU,73671.0,JOVS,17.0,13.85,14.71,14.280000000000001
MONCEAU,73671.0,JOVS,19.0,13.32,11.65,12.485
MONCEAU,73671.0,JOVS,4.0,0.01,0.01,0.01
MONCEAU,73671.0,JOVS,9.0,4.95,4.68,4.8149999999999995
MONCEAU,73671.0,SAHV,18.0,10.04,9.65,9.844999999999999
MONCEAU,73671.0,SAHV,19.0,8.4,8.57,8.485
MONCEAU,73671.0,SAHV,5.0,0.3,0.3,0.3
MONCEAU,73671.0,SAVS,13.0,6.21,6.28,6.245
MONCEAU,73671.0,SAVS,17.0,11.67,10.82,11.245000000000001
MONCEAU,73671.0,SAVS,19.0,9.0,8.49,8.745000000000001
MONCEAU,73671.0,SAVS,6.0,0.55,0.69,0.62
MONTGALLET,71631.0,DIJFP,10.0,4.85,5.77,5.31
